Date,Region,Sales Territory Key,Conditions,Precipitation (in),Snow (in),Max Temperature,Average Temperature,Min Temperature
2017-01-07,Northeast,2,Snow,5.31,89,29,23,18
2017-01-07,Northwest,1,Clear,0,0,37,33,23
2017-01-07,Northwest,1,Snow,0.12,1,31,,23
2017-01-07,Southeast,5,Clear,0,0,80,,64
2017-01-07,Southeast,5,Rain,0.63,0,87,78,53
2017-01-07,Southwest,4,Clear,0,0,38,29,20
2017-01-07,United Kingdom,10,Rain,0.24,,,49,40
2017-01-08,Australia,9,Snow,,14,94,70,80
2017-01-08,Canada,6,Rain,1.01,0,86,,50
2017-01-08,Canada,6,Snow,0.47,7,24,,7
2017-01-08,Central,3,Clear,0,0,39,18,3
2017-01-08,France,7,Snow,0.5,8,59,42.5,48
2017-01-08,Germany,8,Snow,0.31,4,28,27.5,26
2017-01-08,Northeast,2,Clear,0,0,22,,5
2017-01-08,Northeast,2,Rain,2.39,0,20,,6
2017-01-08,Northeast,2,Snow,25.38,435,23,18,8
2017-01-08,Northwest,1,Clear,0,0,36,,26
2017-01-08,Northwest,1,Rain,6.27,0,43,37,33
2017-01-08,Southeast,5,Clear,0,0,74,59,49
2017-01-08,Southeast,5,Rain,4.1,0,84,,49
2017-01-08,Southwest,4,Clear,0,0,46,31,19
2017-01-08,United Kingdom,10,Rain,0.01,,,48,46
2017-01-09,Australia,9,Clear,0,0,75,67,63
2017-01-09,Canada,6,Clear,0,0,47,,27
2017-01-09,Central,3,Clear,0,0,48,32,17
2017-01-09,France,7,Clear,0,0,56,43.5,48
2017-01-09,Germany,8,Clear,0,0,31,29.5,27
2017-01-09,Northeast,2,Clear,0,0,21,15,1
2017-01-09,Northeast,2,Rain,0.01,0,,,
2017-01-09,Northeast,2,Snow,0.04,4,33,,-6
2017-01-09,Northwest,1,Clear,0,0,42,,35
2017-01-09,Northwest,1,Rain,42.58,0,41,39,33
2017-01-09,Northwest,1,Snow,1.55,5,35,,29
2017-01-09,Southeast,5,Clear,0,0,70,61,49
2017-01-09,Southwest,4,Clear,0,0,60,51,31
2017-01-09,United Kingdom,10,Rain,0.06,,,46,
2017-01-10,Australia,9,Clear,0,0,85,68.5,59
2017-01-10,Canada,6,Clear,0,0,47,,35
2017-01-10,Canada,6,Rain,0.02,0,,,
2017-01-10,Central,3,Clear,0,0,54,47,28
2017-01-10,Central,3,Rain,0.11,0,,,
2017-01-10,France,7,Clear,0,0,56,42.5,38
2017-01-10,Germany,8,Clear,0,0,33,28.5,21
2017-01-10,Northeast,2,Clear,0,0,24,,1
2017-01-10,Northeast,2,Rain,1.15,0,41,23,5
2017-01-10,Northwest,1,Clear,0,0,38,,28
2017-01-10,Northwest,1,Rain,10.61,0,40,37,32
2017-01-10,Northwest,1,Snow,0.5,4,34,,30
2017-01-10,Southeast,5,Clear,0,0,71,,57
2017-01-10,Southeast,5,Rain,0.39,0,74,70,59
2017-01-10,Southwest,4,Clear,0,0,74,66,50
2017-01-10,United Kingdom,10,Rain,0.12,,,44,36
2017-01-11,Australia,9,Rain,0.14,0,78,64,60
2017-01-11,Canada,6,Clear,0,0,75,,68
2017-01-11,Canada,6,Rain,0.67,0,47,,15
2017-01-11,Central,3,Clear,0,0,63,42,21
2017-01-11,Central,3,Rain,0.05,0,,,
2017-01-11,France,7,Rain,0.33,0,57,45.5,48
2017-01-11,Germany,8,Rain,0.28,0,38,27,18
2017-01-11,Northeast,2,Rain,17.46,0,51,45,22
2017-01-11,Northwest,1,Clear,0,0,35,32,25
2017-01-11,Northwest,1,Rain,2.2,0,40,,32
2017-01-11,Southeast,5,Clear,0,0,71,,63
2017-01-11,Southeast,5,Rain,2.85,0,77,72,64
2017-01-11,Southwest,4,Clear,0,0,78,67,56
2017-01-11,United Kingdom,10,Clear,0,,,47,
2017-01-12,Australia,9,Rain,0.21,0,84,72,53
2017-01-12,Canada,6,Clear,0,0,57,,40
2017-01-12,Canada,6,Rain,0.15,0,78,,70
2017-01-12,Central,3,Clear,0,0,30,22,15
2017-01-12,France,7,Rain,0.19,0,59,44,50
2017-01-12,Germany,8,Rain,0.18,0,40,37.5,35
2017-01-12,Northeast,2,Clear,0,0,,,
2017-01-12,Northeast,2,Rain,10.26,0,58,50,39
2017-01-12,Northwest,1,Clear,0,0,37,31,22
2017-01-12,Southeast,5,Clear,0,0,80,75,70
2017-01-12,Southeast,5,Rain,1.26,0,76,,66
2017-01-12,Southwest,4,Clear,0,0,80,72,62
2017-01-12,Southwest,4,Rain,0.69,,,,
2017-01-12,United Kingdom,10,Clear,0,,,40,
2017-01-13,Australia,9,Rain,0.01,0,84,66.5,62
2017-01-13,Canada,6,Clear,0,0,80,,73
2017-01-13,Canada,6,Rain,0.05,0,62,,41
2017-01-13,Central,3,Clear,0,0,28,23,18
2017-01-13,Central,3,Rain,0.01,,29,,20
2017-01-13,France,7,Clear,0,0,56,38,44
2017-01-13,Germany,8,Rain,0.02,0,36,35,30
2017-01-13,Northeast,2,Clear,0,0,57,49,31
2017-01-13,Northeast,2,Rain,1.47,0,59,,40
2017-01-13,Northwest,1,Clear,0,0,37,31,22
2017-01-13,Northwest,1,Rain,0.24,,,,
2017-01-13,Southeast,5,Clear,0,0,79,76,70
2017-01-13,Southeast,5,Rain,0.65,0,79,,69
2017-01-13,Southwest,4,Clear,0,0,,,
2017-01-13,Southwest,4,Rain,17.21,0,79,73,59
2017-01-13,United Kingdom,10,Rain,0.61,,,37,
2017-01-14,Australia,9,Clear,0,0,74,63,56
2017-01-14,Canada,6,Clear,0,0,64,,46
2017-01-14,Central,3,Clear,0,0,36,29,27
2017-01-14,Central,3,Rain,0.04,,,,
2017-01-14,France,7,Clear,0,0,49,37,42
2017-01-14,Germany,8,Clear,0,0,36,32,28
2017-01-14,Northeast,2,Clear,0,0,39,26,16
2017-01-14,Northeast,2,Rain,0.06,0,,,
2017-01-14,Northwest,1,Clear,0,0,40,34,24
2017-01-14,Northwest,1,Rain,0.19,,,,
2017-01-14,Southeast,5,Clear,0,0,78,,69
2017-01-14,Southeast,5,Rain,1.4,0,79,74,68
2017-01-14,Southwest,4,Clear,0,0,,,
2017-01-14,Southwest,4,Rain,27.31,0,66,55,46
2017-01-14,United Kingdom,10,Rain,0.01,,,37,31
2017-01-15,Australia,9,Clear,0,0,72,62.5,56
2017-01-15,Canada,6,Clear,0,0,33,,19
2017-01-15,Canada,6,Rain,0.01,0,79,,73
2017-01-15,Central,3,Clear,0,0,,,
2017-01-15,Central,3,Rain,1.37,0,33,32,30
2017-01-15,France,7,Clear,0,0,49,35,41
2017-01-15,Germany,8,Clear,0,0,34,32.5,30
2017-01-15,Northeast,2,Clear,0,0,34,31,18
2017-01-15,Northeast,2,Rain,0.12,0,,,
2017-01-15,Northwest,1,Clear,0,0,42,34,25
2017-01-15,Northwest,1,Rain,0.02,,,,
2017-01-15,Southeast,5,Clear,0,0,79,76,69
2017-01-15,Southeast,5,Rain,0.46,0,78,,69
2017-01-15,Southwest,4,Clear,0,0,52,,46
2017-01-15,Southwest,4,Rain,3.47,0,65,56,48
2017-01-15,United Kingdom,10,Rain,0.09,,,42,
2017-01-16,Australia,9,Clear,0,0,90,77,50
2017-01-16,Canada,6,Clear,0,0,38,,17
2017-01-16,Canada,6,Rain,0.02,0,82,,74
2017-01-16,Central,3,Clear,0,0,,,
2017-01-16,Central,3,Rain,8.38,0,50,37,33
2017-01-16,France,7,Clear,0,0,54,35.5,44
2017-01-16,Germany,8,Clear,0,0,31,28.5,22
2017-01-16,Northeast,2,Clear,0,0,39,31,15
2017-01-16,Northeast,2,Rain,0.26,0,,,
2017-01-16,Northwest,1,Clear,0,0,44,36,28
2017-01-16,Northwest,1,Rain,0.45,,,,
2017-01-16,Southeast,5,Clear,0,0,81,77,71
2017-01-16,Southeast,5,Rain,0.47,0,78,,68
2017-01-16,Southwest,4,Clear,0,0,,,
2017-01-16,Southwest,4,Rain,71.86,0,69,66,54
2017-01-16,United Kingdom,10,Rain,0.21,,,42,
2017-01-17,Australia,9,Clear,0,0,99,76,61
2017-01-17,Canada,6,Clear,0,0,61,,46
2017-01-17,Central,3,Clear,0,0,47,38,26
2017-01-17,Central,3,Rain,2.04,0,,,
2017-01-17,France,7,Clear,0,0,53,29,38
2017-01-17,Germany,8,Clear,0,0,33,26,18
2017-01-17,Northeast,2,Clear,0,0,41,,17
2017-01-17,Northeast,2,Rain,2.54,0,43,37,23
2017-01-17,Northwest,1,Clear,0,0,50,,32
2017-01-17,Northwest,1,Rain,19.23,0,45,43,36
2017-01-17,Southeast,5,Clear,0,0,80,76,68
2017-01-17,Southwest,4,Clear,0,0,63,,48
2017-01-17,Southwest,4,Rain,6.19,0,61,57,50
2017-01-17,United Kingdom,10,Rain,0.14,,,37,
2017-01-18,Australia,9,Rain,0.56,0,70,61,59
2017-01-18,Canada,6,Clear,0,0,81,,73
2017-01-18,Canada,6,Rain,1.29,0,44,,27
2017-01-18,Central,3,Clear,0,0,56,36,24
2017-01-18,France,7,Rain,0.62,0,45,28.5,37
2017-01-18,Germany,8,Snow,0.6,2,26,24,18
2017-01-18,Northeast,2,Clear,0,0,,,
2017-01-18,Northeast,2,Rain,31.16,0,41,38,28
2017-01-18,Northeast,2,Snow,6.42,10,43,,27
2017-01-18,Northwest,1,Clear,0,,51,,43
2017-01-18,Northwest,1,Rain,188.59,0,49,46,41
2017-01-18,Southeast,5,Clear,0,0,81,75,65
2017-01-18,Southwest,4,Rain,130.23,0,54,51,46
2017-01-18,United Kingdom,10,Clear,0,,,34,26
2017-01-19,Australia,9,Rain,0.12,0,78,66,49
2017-01-19,Canada,6,Clear,0,0,82,,63
2017-01-19,Canada,6,Rain,0.36,0,39,,31
2017-01-19,Central,3,Clear,0,0,48,,41
2017-01-19,Central,3,Rain,0.05,0,48,44,39
2017-01-19,France,7,Rain,0.12,0,48,28,34
2017-01-19,Germany,8,Rain,0.09,0,30,27,24
2017-01-19,Northeast,2,Clear,0,0,45,37,30
2017-01-19,Northeast,2,Rain,7.25,0,39,,31
2017-01-19,Northeast,2,Snow,1.59,3,39,,29
2017-01-19,Northwest,1,Clear,,,52,,42
2017-01-19,Northwest,1,Rain,73.19,0,48,46,39
2017-01-19,Southeast,5,Clear,0,0,82,74,63
2017-01-19,Southwest,4,Clear,0,0,70,57,52
2017-01-19,Southwest,4,Rain,19.99,0,52,,44
2017-01-19,United Kingdom,10,Clear,0,,,35,27
2017-01-20,Australia,9,Clear,0,0,70,61.5,59
2017-01-20,Canada,6,Clear,0,0,65,,47
2017-01-20,Central,3,Clear,0,,53,,37
2017-01-20,Central,3,Rain,0.33,0,50,47,36
2017-01-20,France,7,Clear,0,0,45,28.5,36
2017-01-20,Germany,8,Clear,0,0,35,31.5,29
2017-01-20,Northeast,2,Clear,0,0,43,38,29
2017-01-20,Northeast,2,Rain,0.12,0,47,,28
2017-01-20,Northwest,1,Clear,0,0,50,46,36
2017-01-20,Northwest,1,Rain,13.02,0,46,,32
2017-01-20,Southeast,5,Clear,0,0,82,74,63
2017-01-20,Southwest,4,Clear,0,0,72,61,46
2017-01-20,Southwest,4,Rain,1.06,,,,
2017-01-20,United Kingdom,10,Clear,0,,,35,
2017-01-21,Australia,9,Clear,0,0,73,62.5,56
2017-01-21,Canada,6,Clear,0,0,63,,48
2017-01-21,Central,3,Clear,0,0,,,
2017-01-21,Central,3,Rain,0.26,0,57,43,30
2017-01-21,France,7,Clear,0,0,48,28.5,32
2017-01-21,Germany,8,Clear,0,0,36,34.5,33
2017-01-21,Northeast,2,Clear,0,0,48,43,34
2017-01-21,Northeast,2,Rain,0.07,0,,,
2017-01-21,Northwest,1,Clear,0,0,49,,36
2017-01-21,Northwest,1,Rain,1.62,0,50,45,36
2017-01-21,Southeast,5,Clear,0,0,82,74,63
2017-01-21,Southeast,5,Rain,0.01,0,84,,62
2017-01-21,Southwest,4,Clear,0,0,77,62,44
2017-01-21,Southwest,4,Rain,0.18,0,81,,48
2017-01-21,United Kingdom,10,Clear,0,,,33,
2017-01-22,Australia,9,Clear,0,0,86,73,51
2017-01-22,Canada,6,Clear,0,0,70,,52
2017-01-22,Central,3,Clear,0,0,46,44,32
2017-01-22,Central,3,Rain,0.37,0,47,,31
2017-01-22,France,7,Clear,0,0,55,32,35
2017-01-22,Germany,8,Clear,0,0,38,32,26
2017-01-22,Northeast,2,Clear,0,0,53,,34
2017-01-22,Northeast,2,Rain,0.6,0,47,44,34
2017-01-22,Northwest,1,Clear,0,0,52,,34
2017-01-22,Northwest,1,Rain,7.37,0,48,45,36
2017-01-22,Southeast,5,Clear,0,0,83,79,69
2017-01-22,Southwest,4,Clear,0,0,74,65,51
2017-01-22,Southwest,4,Rain,0.79,0,78,,55
2017-01-22,United Kingdom,10,Clear,0,,,32,24
2017-01-23,Australia,9,Rain,0.02,0,98,79,62
2017-01-23,Canada,6,Rain,1.48,0,67,,52
2017-01-23,Central,3,Clear,0,0,44,34,24
2017-01-23,France,7,Rain,0.08,0,53,30,39
2017-01-23,Germany,8,Snow,0.06,0,29,26.5,23
2017-01-23,Northeast,2,Clear,0,0,49,,32
2017-01-23,Northeast,2,Rain,6.7,0,44,38,33
2017-01-23,Northeast,2,Snow,1.96,2,39,,31
2017-01-23,Northwest,1,Clear,0,0,47,41,32
2017-01-23,Northwest,1,Rain,8.67,0,46,,32
2017-01-23,Southeast,5,Rain,14.65,0,81,77,68
2017-01-23,Southwest,4,Clear,0,0,70,58,42
2017-01-23,United Kingdom,10,Clear,0,,,33,24
2017-01-24,Australia,9,Rain,1.28,0,73,63,65
2017-01-24,Canada,6,Rain,2.93,0,59,,50
2017-01-24,Central,3,Clear,0,0,60,,32
2017-01-24,Central,3,Rain,0.02,0,55,38,31
2017-01-24,France,7,Rain,1.27,0,48,32,40
2017-01-24,Germany,8,Snow,0.99,2,32,30.5,29
2017-01-24,Northeast,2,Clear,0,0,,,
2017-01-24,Northeast,2,Rain,67.63,0,41,39,34
2017-01-24,Northeast,2,Snow,26.3,27,37,,32
2017-01-24,Northwest,1,Clear,0,0,43,37,29
2017-01-24,Northwest,1,Rain,0.41,0,,,
2017-01-24,Southeast,5,Clear,0,0,77,71,60
2017-01-24,Southeast,5,Rain,0.03,0,78,,61
2017-01-24,Southwest,4,Clear,0,0,78,61,43
2017-01-24,United Kingdom,10,Rain,0.01,,,38,
2017-01-25,Australia,9,Rain,0.73,0,74,64,49
2017-01-25,Canada,6,Clear,0,0,79,,53
2017-01-25,Canada,6,Rain,0.43,0,42,,35
2017-01-25,Central,3,Clear,0,0,40,38,29
2017-01-25,Central,3,Rain,0.03,,,,
2017-01-25,France,7,Rain,0.27,0,45,30.5,41
2017-01-25,Germany,8,Clear,0,0,34,32.5,31
2017-01-25,Northeast,2,Clear,0,0,43,,34
2017-01-25,Northeast,2,Rain,19.31,0,41,38,33
2017-01-25,Northeast,2,Snow,,1,37,,27
2017-01-25,Northwest,1,Clear,0,0,42,38,34
2017-01-25,Northwest,1,Rain,1.27,0,41,,32
2017-01-25,Southeast,5,Clear,0,0,79,70,57
2017-01-25,Southwest,4,Clear,0,0,76,66,47
2017-01-25,United Kingdom,10,Clear,0,,,34,
2017-01-26,Australia,9,Rain,0.03,0,72,64.5,55
2017-01-26,Canada,6,Clear,0,0,78,,56
2017-01-26,Canada,6,Rain,0.03,0,44,,33
2017-01-26,Central,3,Clear,0,0,40,31,24
2017-01-26,France,7,Clear,0,0,47,28.5,34
2017-01-26,Germany,8,Rain,0.03,0,37,32.5,27
2017-01-26,Northeast,2,Clear,0,0,46,,34
2017-01-26,Northeast,2,Rain,1.38,0,47,42,35
2017-01-26,Northwest,1,Clear,0,0,47,43,39
2017-01-26,Northwest,1,Rain,2.3,0,43,,35
2017-01-26,Southeast,5,Clear,0,0,80,74,60
2017-01-26,Southwest,4,Clear,0,0,62,48,36
2017-01-26,United Kingdom,10,Rain,0.01,,,31,
2017-01-27,Australia,9,Rain,0.04,0,79,66,60
2017-01-27,Canada,6,Clear,0,0,84,,71
2017-01-27,Canada,6,Rain,0.03,0,51,,37
2017-01-27,Central,3,Clear,0,0,48,33,23
2017-01-27,France,7,Clear,0,0,62,39.5,40
2017-01-27,Germany,8,Clear,0,0,38,30,24
2017-01-27,Northeast,2,Clear,0,0,47,41,36
2017-01-27,Northeast,2,Rain,1.49,0,47,,36
2017-01-27,Northwest,1,Clear,0,0,50,44,34
2017-01-27,Northwest,1,Rain,0.13,0,51,,31
2017-01-27,Southeast,5,Clear,0,0,83,75,63
2017-01-27,Southwest,4,Clear,0,0,56,44,36
2017-01-27,United Kingdom,10,Clear,0,,,38,28
2017-01-28,Australia,9,Clear,0,0,86,68.5,54
2017-01-28,Canada,6,Clear,0,0,65,,45
2017-01-28,Central,3,Clear,0,0,51,38,29
2017-01-28,France,7,Clear,0,0,59,45.5,50
2017-01-28,Germany,8,Clear,0,0,32,26,21
2017-01-28,Northeast,2,Clear,0,0,42,37,31
2017-01-28,Northwest,1,Clear,0,0,50,45,35
2017-01-28,Northwest,1,Rain,0.17,,,,
2017-01-28,Southeast,5,Clear,0,0,79,68,56
2017-01-28,Southwest,4,Clear,0,0,57,51,37
2017-01-28,Southwest,4,Rain,0.11,0,55,,37
2017-01-28,United Kingdom,10,Clear,0,,,45,
2017-01-29,Australia,9,Clear,0,0,85,72,55
2017-01-29,Canada,6,Clear,0,0,43,,27
2017-01-29,Canada,6,Rain,0.08,0,72,,51
2017-01-29,Central,3,Clear,0,0,53,42,31
2017-01-29,France,7,Clear,0,0,57,41.5,43
2017-01-29,Germany,8,Clear,0,0,44,33.5,24
2017-01-29,Northeast,2,Clear,0,0,42,36,27
2017-01-29,Northeast,2,Rain,0.03,0,,,
2017-01-29,Northwest,1,Clear,0,0,49,,36
2017-01-29,Northwest,1,Rain,0.72,0,48,43,35
2017-01-29,Southeast,5,Clear,0,0,71,,54
2017-01-29,Southeast,5,Rain,2.69,0,67,60,52
2017-01-29,Southwest,4,Clear,0,0,64,50,35
2017-01-29,United Kingdom,10,Rain,0.04,,,43,35
2017-01-30,Australia,9,Clear,0,0,86,71.5,59
2017-01-30,Canada,6,Clear,0,0,43,,24
2017-01-30,Canada,6,Rain,0.94,0,58,,51
2017-01-30,Central,3,Clear,0,0,65,41,26
2017-01-30,France,7,Clear,0,0,62,48.5,50
2017-01-30,Germany,8,Clear,0,0,36,32.5,29
2017-01-30,Northeast,2,Clear,0,0,39,33,20
2017-01-30,Northeast,2,Rain,1.08,0,,,
2017-01-30,Northwest,1,Clear,0,0,45,,38
2017-01-30,Northwest,1,Rain,2.57,0,45,44,38
2017-01-30,Southeast,5,Clear,0,0,73,61,52
2017-01-30,Southeast,5,Rain,6.76,0,61,,51
2017-01-30,Southwest,4,Clear,0,0,73,57,38
2017-01-30,United Kingdom,10,Rain,0.41,,,46,
2017-01-31,Canada,6,Clear,0,0,55,,33
2017-01-31,Central,3,Clear,0,0,51,42,29
2017-01-31,France,7,Clear,0,0,60,51.5,54
2017-01-31,Germany,8,Clear,0,0,32,31.5,31
2017-01-31,Northeast,2,Clear,0,0,35,,16
2017-01-31,Northeast,2,Rain,0.06,0,30,,17
2017-01-31,Northeast,2,Snow,0.27,5,29,25,16
2017-01-31,Northwest,1,Clear,0,0,44,41,34
2017-01-31,Northwest,1,Rain,0.71,0,41,,32
2017-01-31,Northwest,1,Snow,0.27,2,40,,30
2017-01-31,Southeast,5,Clear,0,0,73,64,53
2017-01-31,Southwest,4,Clear,0,0,78,58,39
2017-01-31,United Kingdom,10,Rain,0.03,,,45,
2017-02-01,Australia,9,Snow,,2,69,61.5,51
2017-02-01,Canada,6,Clear,0,0,75,,55
2017-02-01,Canada,6,Rain,0.11,0,,,
2017-02-01,Canada,6,Snow,0.11,2,29,,19
2017-02-01,Central,3,Clear,0,0,43,39,27
2017-02-01,France,7,Snow,0.18,2,59,51,52
2017-02-01,Germany,8,Snow,0.15,2,33,31,24
2017-02-01,Northeast,2,Clear,0,0,41,,22
2017-02-01,Northeast,2,Rain,1.38,0,43,,25
2017-02-01,Northeast,2,Snow,8.7,116,34,32,19
2017-02-01,Northwest,1,Clear,0,0,43,36,27
2017-02-01,Northwest,1,Rain,0.15,0,35,,25
2017-02-01,Southeast,5,Clear,0,0,75,69,55
2017-02-01,Southwest,4,Clear,0,0,79,59,42
2017-02-01,United Kingdom,10,Rain,0.12,,,50,47
2017-02-02,Australia,9,Clear,0,0,78,65.5,51
2017-02-02,Canada,6,Clear,0,0,61,,42
2017-02-02,Central,3,Clear,0,0,34,27,19
2017-02-02,France,7,Clear,0,0,59,50.5,49
2017-02-02,Germany,8,Clear,0,0,32,28.5,20
2017-02-02,Northeast,2,Clear,0,0,41,36,23
2017-02-02,Northwest,1,Clear,0,0,43,,29
2017-02-02,Northwest,1,Rain,0.7,0,43,38,28
2017-02-02,Southeast,5,Clear,0,0,78,71,60
2017-02-02,Southwest,4,Clear,0,0,72,58,46
2017-02-02,United Kingdom,10,Rain,0.06,,53,51,
2017-02-03,Australia,9,Clear,0,0,82,66,55
2017-02-03,Canada,6,Clear,0,0,61,,43
2017-02-03,Central,3,Clear,0,0,36,28,23
2017-02-03,France,7,Clear,0,0,61,47.5,52
2017-02-03,Germany,8,Clear,0,0,36,34.5,30
2017-02-03,Northeast,2,Clear,0,0,36,30,19
2017-02-03,Northwest,1,Clear,0,0,37,,26
2017-02-03,Northwest,1,Rain,10.2,0,40,37,31
2017-02-03,Northwest,1,Snow,2.43,9,34,,26
2017-02-03,Southeast,5,Clear,0,0,80,73,63
2017-02-03,Southeast,5,Rain,0.01,0,,,
2017-02-03,Southwest,4,Clear,0,0,56,50,44
2017-02-03,Southwest,4,Rain,0.01,,,,
2017-02-03,United Kingdom,10,Rain,0.08,,,47,
2017-02-04,Australia,9,Clear,0,0,97,77.5,53
2017-02-04,Canada,6,Clear,0,0,58,,41
2017-02-04,Central,3,Clear,0,0,54,34,25
2017-02-04,France,7,Clear,0,0,63,42.5,49
2017-02-04,Germany,8,Clear,0,0,38,35.5,33
2017-02-04,Northeast,2,Clear,0,0,34,27,18
2017-02-04,Northwest,1,Rain,70.2,0,44,41,35
2017-02-04,Northwest,1,Snow,3.83,7,36,,26
2017-02-04,Southeast,5,Clear,0,0,81,73,64
2017-02-04,Southwest,4,Clear,0,0,48,,42
2017-02-04,Southwest,4,Rain,0.31,0,52,50,48
2017-02-04,United Kingdom,10,Rain,0.08,,,41,35
2017-02-05,Australia,9,Clear,0,0,86,71,64
2017-02-05,Canada,6,Clear,0,0,58,,45
2017-02-05,Central,3,Clear,0,0,51,41,28
2017-02-05,France,7,Clear,0,0,62,45,47
2017-02-05,Germany,8,Clear,0,0,36,35,32
2017-02-05,Northeast,2,Clear,0,0,38,32,20
2017-02-05,Northwest,1,Rain,56.89,0,42,,33
2017-02-05,Northwest,1,Snow,7.96,25,39,39,32
2017-02-05,Southeast,5,Clear,0,0,81,73,65
2017-02-05,Southwest,4,Clear,0,0,72,,51
2017-02-05,Southwest,4,Rain,1.94,0,59,58,47
2017-02-05,United Kingdom,10,Rain,0.04,,,40,37
2017-02-06,Australia,9,Clear,0,0,63,60.5,58
2017-02-06,Canada,6,Clear,0,0,63,,50
2017-02-06,Central,3,Clear,0,0,60,40,27
2017-02-06,France,7,Clear,0,0,53,44,46
2017-02-06,Germany,8,Clear,0,0,32,30.5,27
2017-02-06,Northeast,2,Clear,0,0,40,36,27
2017-02-06,Northwest,1,Clear,0,0,44,,30
2017-02-06,Northwest,1,Rain,15.76,0,38,,30
2017-02-06,Northwest,1,Snow,51.28,296,36,33,29
2017-02-06,Southeast,5,Clear,0,0,81,73,65
2017-02-06,Southwest,4,Clear,0,0,74,71,59
2017-02-06,Southwest,4,Rain,0.29,0,,,
2017-02-06,United Kingdom,10,Clear,0,,,39,31
2017-02-07,Australia,9,Clear,0,0,80,68,57
2017-02-07,Canada,6,Clear,0,0,61,,53
2017-02-07,Central,3,Clear,0,0,46,44,29
2017-02-07,France,7,Clear,0,0,60,45,47
2017-02-07,Germany,8,Clear,0,0,31,30,28
2017-02-07,Northeast,2,Clear,0,0,39,,28
2017-02-07,Northeast,2,Rain,1.35,0,37,,27
2017-02-07,Northeast,2,Snow,3.05,13,36,35,29
2017-02-07,Northwest,1,Clear,0,0,39,,30
2017-02-07,Northwest,1,Rain,8.01,0,38,35,29
2017-02-07,Northwest,1,Snow,4.59,16,32,,24
2017-02-07,Southeast,5,Clear,0,0,81,76,68
2017-02-07,Southwest,4,Clear,0,0,82,75,56
2017-02-07,Southwest,4,Rain,0.11,,,,
2017-02-07,United Kingdom,10,Rain,0.28,,,44,
2017-02-08,Australia,9,Rain,0.39,0,96,87,57
2017-02-08,Canada,6,Clear,0,0,84,,68
2017-02-08,Canada,6,Rain,0.66,0,,,
2017-02-08,Canada,6,Snow,0.67,0,38,,26
2017-02-08,Central,3,Clear,0,0,29,27,17
2017-02-08,France,7,Rain,0.4,0,63,42.5,49
2017-02-08,Germany,8,Snow,0.67,3,28,25.5,23
2017-02-08,Northeast,2,Clear,0,0,51,,27
2017-02-08,Northeast,2,Rain,12.77,0,45,37,27
2017-02-08,Northeast,2,Snow,18.19,75,39,,22
2017-02-08,Northwest,1,Clear,0,0,40,,31
2017-02-08,Northwest,1,Rain,9.22,0,38,36,33
2017-02-08,Northwest,1,Snow,0.28,4,32,,24
2017-02-08,Southeast,5,Clear,0,0,83,76,68
2017-02-08,Southwest,4,Clear,0,0,85,66,49
2017-02-08,United Kingdom,10,Rain,0.01,,,40,
2017-02-09,Australia,9,Clear,0,0,98,72.5,70
2017-02-09,Canada,6,Clear,0,0,85,,70
2017-02-09,Canada,6,Snow,0.02,0,52,,29
2017-02-09,Central,3,Clear,0,0,39,24,15
2017-02-09,France,7,Clear,0,0,57,38.5,52
2017-02-09,Germany,8,Clear,0,0,29,25,22
2017-02-09,Northeast,2,Clear,0,0,49,,25
2017-02-09,Northeast,2,Rain,2.54,0,41,,14
2017-02-09,Northeast,2,Snow,6.6,79,41,32,13
2017-02-09,Northwest,1,Clear,0,0,,,
2017-02-09,Northwest,1,Rain,138.87,0,52,44,35
2017-02-09,Northwest,1,Snow,2.82,1,,,
2017-02-09,Southeast,5,Clear,0,0,85,75,68
2017-02-09,Southeast,5,Rain,0.01,0,87,,68
2017-02-09,Southwest,4,Clear,0,0,76,57,41
2017-02-09,United Kingdom,10,Clear,0,,,36,
2017-02-10,Australia,9,Snow,0.9,11,87,70.5,63
2017-02-10,Canada,6,Clear,0,0,87,,68
2017-02-10,Canada,6,Rain,0.84,0,,,
2017-02-10,Canada,6,Snow,1.26,10,32,,6
2017-02-10,Central,3,Clear,0,0,73,47,31
2017-02-10,France,7,Snow,1.1,11,53,34.5,48
2017-02-10,Germany,8,Snow,0.57,6,33,27,21
2017-02-10,Northeast,2,Clear,0,0,25,17,8
2017-02-10,Northeast,2,Rain,1.41,0,22,,6
2017-02-10,Northeast,2,Snow,45.58,582,33,,7
2017-02-10,Northwest,1,Clear,0,0,49,,41
2017-02-10,Northwest,1,Rain,61.56,0,49,47,37
2017-02-10,Southeast,5,Clear,0,0,82,72,63
2017-02-10,Southeast,5,Rain,0.17,0,,,
2017-02-10,Southwest,4,Clear,0,0,71,59,43
2017-02-10,United Kingdom,10,Rain,0.02,,,35,
2017-02-11,Australia,9,Snow,0.13,2,79,65,63
2017-02-11,Canada,6,Clear,0,0,79,,70
2017-02-11,Canada,6,Rain,0.21,0,,,
2017-02-11,Canada,6,Snow,0.14,2,25,,9
2017-02-11,Central,3,Clear,0,0,70,57,45
2017-02-11,France,7,Snow,0.16,3,52,33,42
2017-02-11,Germany,8,Snow,0.15,2,30,28,25
2017-02-11,Northeast,2,Clear,0,0,20,,13
2017-02-11,Northeast,2,Rain,0.95,0,24,,15
